tokens,BIO
"['Женщину', 'осудили', 'за', 'якобы', 'уничижительные', 'замечания', 'об', 'исламе', ':', 'в', '2009', 'году', 'она', 'работала', 'на', 'сборе', 'ягод', 'в', 'деревне', ',', 'где', 'выпила', 'воды', 'из', '""', 'мусульманского', '""', 'колодца', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Некоторые', 'считают', ',', 'что', 'Соединенному', 'королевству', 'угрожает', 'полноценный', 'правительственный', 'кризис', ',', 'хотя', 'оперативные', 'перестановки', 'в', 'кабинете', 'дают', 'надежду', 'на', 'то', ',', 'что', 'Мэй', 'удастся', 'сохранить', 'свой', 'пост', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
"['На', 'должности', 'министра', 'по', 'делам', '«', 'Брексита', '»', 'он', 'сменит', 'Дэвида', 'Дэвиса', ',', 'который', 'подал', 'в', 'отставку', '9', 'июля', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Напомним', ',', 'правительственный', 'кризис', 'в', 'начале', 'июля', 'с', 'трудом', 'преодолела', 'канцлер', 'Германии', 'Ангела', 'Меркель', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O']"
"['Дело', 'Биби', 'буквально', 'раскололо', 'общество', 'Пакистана', '.']","['O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O']"
"['«', 'Реакция', 'лидеров', '27', 'стран', 'ЕС', 'заключалась', 'в', 'том', ',', 'чтобы', 'подтвердить', 'наше', 'доверие', 'основному', 'переговорщику', 'Мишелю', 'Барнье', 'и', 'нашу', 'позицию', 'о', 'целостности', 'цельного', 'рынка', 'и', 'по', 'вопросу', 'ирландской', 'границы', '»', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Основная', 'часть', 'тех', ',', 'кто', 'вышел', 'на', 'улицы', ',', 'является', 'сторонниками', 'радикальной', 'быстрорастущей', 'партии', '«', 'Техрик-э-Лабаик', '»', ',', 'основная', 'повестка', 'которой', '—', 'борьба', 'с', 'богохульством', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Также', 'сообщается', ',', 'что', 'пакистанские', 'власти', 'запретили', 'женщине', 'покидать', 'страну', ',', 'чтобы', 'положить', 'конец', 'массовым', 'протестам', 'из-за', 'ее', 'освобождения', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['«', 'Политики', 'приходят', 'и', 'уходят', ',', 'но', 'проблемы', ',', 'которые', 'они', 'создали', 'для', 'людей', ',', 'остаются', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Его', 'сторонники', 'организовали', 'политическую', 'партию', ',', 'которая', 'выступает', 'за', 'сохранение', 'жестких', 'законов', 'о', 'богохульстве', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Бориса', 'Джонсона', 'не', 'устроил', 'план', 'выхода', 'страны', 'из', 'ЕС', 'Глава', 'МИД', 'Великобритании', 'Борис', 'Джонсон', 'сегодня', 'днем', 'подал', 'в', 'отставку', 'из-за', 'несогласия', 'с', 'планом', 'выхода', 'Великобритании', 'из', 'Евросоюза', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O']"
"['Документ', 'из', 'пяти', 'пунктов', ',', 'имеющийся', 'в', 'распоряжении', 'агентства', 'AFP', ',', 'предусматривает', ',', 'что', 'власти', 'не', 'станут', 'возражать', 'против', 'обжалования', 'оправдательного', 'приговора', 'христианке', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['По', 'итогам', 'дискуссий', 'Мэй', 'объявила', ',', 'что', 'Великобритания', 'предложит', 'ЕС', 'создать', 'зону', 'свободной', 'торговли', 'и', 'обозначить', 'перечень', 'промышленных', 'товаров', 'и', 'сельскохозяйственной', 'продукции', ',', 'которые', 'не', 'подпадут', 'под', 'будущие', 'ограничения', '.']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Следует', 'полагать', ',', 'что', 'после', 'отставки', 'Джонсона', 'ситуация', 'лишь', 'усугубится', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
"['Несогласные', 'с', 'вердиктом', 'перекрыли', 'дороги', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Сторонники', 'религиозной', 'партии', '«', 'Техрик-э-Лабаик', '»', 'перекрыли', 'улицы', 'и', 'шоссе', 'в', 'Лахоре', 'и', 'Карачи', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
"['Затем', 'начнется', 'двухлетний', 'переходный', 'период', ',', 'в', 'ходе', 'которого', 'продолжит', 'действовать', 'часть', 'торговых', 'соглашений', 'с', 'ЕС', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Имя', 'его', 'преемника', 'будет', 'объявлено', 'совсем', 'скоро', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Многодетная', 'мать', 'восемь', 'лет', 'находилась', 'за', 'решеткой', 'по', 'обвинению', 'в', 'богохульственных', 'высказываниях', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Дэвис', 'и', 'глава', 'МИД', 'Б', '.']","['I-PER', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER']"
"['Политический', 'кризис', 'угрожает', 'шансам', 'Терезы', 'Мэй', 'сохранить', 'позицию', 'лидера', 'партии', 'и', 'премьер-министра', 'страны', '.']","['O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Киев', ':', 'Президент', 'Совета', 'ЕС', 'Дональд', 'Туск', 'отреагировал', 'на', 'громкие', 'отставки', ',', 'которые', 'произошли', 'в', 'британском', 'правительстве', 'за', 'последние', 'дни', 'и', 'выразил', 'сожаление', ',', 'что', 'идеи', 'Brexit', 'продолжают', 'жить', '.']","['B-LOC', 'O', 'O', 'B-ORG', 'B-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'O']"
"['Несомненно', ',', 'подобное', 'развитие', 'событий', 'было', 'бы', 'оптимальным', 'для', 'Лейбористской', 'партии', ',', 'которая', 'пытается', 'вернуть', 'себе', 'власть', 'в', 'Великобритании', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['За', 'неуважительное', 'отношение', 'к', 'Корану', 'закон', 'предусматривает', 'пожизненное', 'лишение', 'свободы', ',', 'а', 'оскорбительные', 'слова', 'в', 'адрес', 'Мухаммада', 'караются', 'смертью', '.']","['O', 'O', 'O', 'O', 'B-PRO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O']"
"['Внутрипартийная', 'ситуация', 'еще', 'может', 'успокоиться', ',', 'учитывая', 'отпуск', 'парламента', ',', 'допустил', 'Саква', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Из-за', 'него', ',', 'по', 'моему', 'мнению', ',', 'предполагаемый', 'контроль', 'парламента', '[', 'над', 'Брекзитом', ']', 'неизбежно', 'окажется', 'скорее', 'иллюзорным', ',', 'нежели', 'реальным', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['До', 'сих', 'пор', 'Д', '.']","['O', 'O', 'O', 'B-PER', 'I-PER']"
"['Газета', 'также', 'передала', ',', 'что', 'Болтон', 'встретился', 'со', 'своим', 'английским', 'коллегой', 'Марком', 'Седвиллом', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Отмечается', ',', 'что', 'пакистанские', 'власти', 'закрыли', 'школы', 'на', 'большей', 'части', 'территории', 'страны', 'из-за', 'протестов', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ими', 'являются', 'его', 'несогласие', 'с', 'мягкой', 'политикой', 'выхода', 'страны', 'из', 'Евросоюза', ',', 'проводимой', 'правительством', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
"['Дело', 'против', 'Биби', 'стало', 'первым', 'в', 'серии', 'обвинений', 'по', 'оскорблению', 'чувств', 'мусульман', 'в', 'Пакистане', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Об', 'этом', 'в', 'начале', 'рабочей', 'недели', 'сообщается', 'на', 'сайте', 'английского', 'руководства', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['То', 'же', 'самое', 'я', 'могу', 'сказать', 'про', 'Джонсона', '»', ',', '—', 'заявил', 'господин', 'Туск', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Глава', 'британского', 'МИД', 'покинул', 'свой', 'пост', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
"['В', 'понедельник', ',', '9', 'июля', ',', 'министр', 'иностранных', 'дел', 'Великобритании', 'Борис', 'Джонсон', 'подал', 'в', 'отставку', 'из-за', 'плана', 'по', 'Brexit', ',', 'представленного', 'премьер-министром', 'Соединенного', 'Королевства', 'Терезой', 'Мэй', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'B-PER', 'B-PER', 'O']"
"['Тогда', 'Биби', 'подала', 'апелляцию', 'в', 'Верховный', 'суд', 'Пакистана', ',', 'который', '31', 'октября', 'вынес', 'вердикт', 'о', 'ее', 'невиновности', '.']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['становится', 'уже', 'опасно', '»', ',', '—', 'продолжила', 'Захарова', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Я', 'не', 'согласен', 'с', 'госпожой', 'Мэй', 'только', 'по', 'мягкому', 'Brexit', '“', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-EVT', 'O', 'O']"
"['Захарова', 'назвала', 'отставку', 'Джонсона', 'признаком', 'правительственного', 'кризиса', 'в', 'кабинете', 'Мэй', 'Захарова', 'назвала', 'отставку', 'Джонсона', 'признаком', 'правительственного', 'кризиса', 'в', 'кабинете', 'Мэй', 'Официальный', 'представитель', 'МИД', 'России', 'Мария', 'Захарова', ',', 'комментируя', 'решение', 'британского', 'министра', 'иностранных', 'дел', 'Бориса', 'Джонсона', ',', 'процитировала', 'стихи', '-', '«', 'не', 'вынесла', 'душа', 'поэта', '…', '»', 'Свое', 'мнение', 'по', 'поводу', 'перемен', 'в', 'британском', 'правительстве', 'представитель', 'МИД', 'России', 'высказала', 'на', 'своей', 'странице', 'в', 'Facebook', '.']","['B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PRO', 'O']"
"['По', 'этому', 'закону', 'еще', 'ни', 'разу', 'не', 'приводили', 'в', 'исполнение', 'смертный', 'приговор', ',', 'однако', 'обвиненные', 'в', 'богохульстве', 'часто', 'становятся', 'жертвами', 'религиозных', 'фанатиков', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Его', 'сменит', 'Доминик', 'Рааб', ',', 'занимавший', 'до', 'этого', 'должность', 'министра', 'жилищного', 'строительства', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Их', 'семья', 'были', 'единственными', 'христианами', 'в', 'Иттан', 'Вали', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
"['Выступления', 'начались', 'и', 'в', 'Пешаваре', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Из-за', 'этого', 'ему', 'раскрыли', 'новую', 'стратегию', 'лишь', 'в', 'последний', 'момент', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Против', 'нее', 'свидетельствовали', 'три', 'женщины', ',', 'которые', 'отказались', 'пить', 'из', 'посуды', ',', 'к', 'которой', 'она', 'прикоснулась', ',', 'потому', 'что', 'она', 'не', 'является', 'мусульманкой', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Дэвид', 'Дэвис', '(', 'слева', ')', 'и', 'Борис', 'Джонсон', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['спустя', 'месяц', 'после', 'того', ',', 'как', 'Высокий', 'суд', 'в', 'Лахоре', 'оставил', 'в', 'силе', 'смертный', 'приговор', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
